ORIGINAL,uri
"Traxler, Robert.",/agents/people/2878
"Trent, Lucia.",/agents/people/2879
"Trimberger, Frank P.",/agents/people/2880
"Trippe, Matthew J.",/agents/people/2881
"Trombley, Edward.",/agents/people/2882
"Trotman, Alex J.",/agents/people/2883
"Trowbridge, C. A.",/agents/people/2884
"Troyer, Laird J.",/agents/people/2885
"Tubbs, Lyman.",/agents/people/2886
"Tumaeder, Candido.",/agents/people/2887
"Tunell, George Gerard.",/agents/people/2888
"Tuomy, Thomas Kearney.",/agents/people/2889
"Turner, Doris.",/agents/people/2890
"Turner, James.",/agents/people/2891
"Turner, William F.",/agents/people/2892
"Tuttle, Mildred L.",/agents/people/2893
"Twente, John W.",/agents/people/2894
"Twining, Robert",/agents/people/2895
"Tydings, Millard E.",/agents/people/2896
"Tyler, Dorothy.",/agents/people/2897
"Tyner, Paul.",/agents/people/2898
"Tyroler, Charles.",/agents/people/2899
"Udall, Morris K.",/agents/people/2900
"Udall, Stewart L.",/agents/people/2901
"Ulrich, Fred.",/agents/people/2902
"Unangst, Joel.",/agents/people/2903
"Underwood, W. A.",/agents/people/2904
"Upatnieks, Juris.",/agents/people/2905
"Updike, John.",/agents/people/2906
"Upjohn, E. Gifford.",/agents/people/2907
"Upjohn, James T.",/agents/people/2908
"Upjohn, William E.",/agents/people/2909
"Urban, Otto.",/agents/people/2910
"Urbistondo, Macario.",/agents/people/2911
"Vail, Aaron.",/agents/people/2912
"Vakalo, Kathleen L.",/agents/people/2913
"Valbin, Joseph.",/agents/people/2914
"Van Arnem, Heidi.",/agents/people/2915
"Van Artsdalen, Ervin R.",/agents/people/2916
"Van Buren, Anson DePuy.",/agents/people/2917
"Van Coevering, Jack.",/agents/people/2918
"Van Houweling, Douglas E.",/agents/people/2919
"Van Meter, Margie J.",/agents/people/2920
"Van Pelt, George W.",/agents/people/2921
"Van Peursem, George M.",/agents/people/2922
"Van Poperin, Joan.",/agents/people/2923
"Van Schaick, Louis J.",/agents/people/2924
"Van Shaick, Louis J.",/agents/people/2925
"Van Tyne, Helen Belfield Bates.",/agents/people/2926
"Van Tyne, Isabel.",/agents/people/2927
"Van Urk, Thomas.",/agents/people/2928
"Van Valin, Amos.",/agents/people/2929
"Van Wagoner, Murray.",/agents/people/2930
"Van Wylen, Gordon John.",/agents/people/2931
"Van Zoeren, Jay.",/agents/people/2932
"Van Zoeren, Tom",/agents/people/2933
"Van der Velde, Jack C.",/agents/people/2934
"Van ver Velde, Jack",/agents/people/2935
"VanOstenburg, Neal.",/agents/people/2936
"Vandenberg, William C.",/agents/people/2937
"Vander Veen, Arand.",/agents/people/2938
"Vander Woude, Florence.",/agents/people/2939
"Vander Zee, A.",/agents/people/2940
"VanderLaan, Robert.",/agents/people/2941
"Vanderbilt, Neil.",/agents/people/2942
"Vandercook, Roy C.",/agents/people/2943
"Vargas, George.",/agents/people/2944
"Varner, Nellie M.",/agents/people/2945
"Varonich, Linda.",/agents/people/2946
"Vasey, Wayne.",/agents/people/2947
"Vaughan, Harold M.",/agents/people/2948
"Vaughn, Jackie.",/agents/people/2949
"Vaughn, Marian.",/agents/people/2950
"Vaus, Jim.",/agents/people/2951
"Veering, Jan.",/agents/people/2952
"Veltman, Martinus.",/agents/people/2953
"VerMeulen, James.",/agents/people/2954
"Vess, Ray.",/agents/people/2955
"Vest, Charles M.",/agents/people/2956
"Vinovskis, Maris.",/agents/people/2957
"Vodrey, William Henry.",/agents/people/2958
"Vogel, Elvira.",/agents/people/2959
"Voght, Edward C.",/agents/people/2960
"Vollenhaven, C. V.",/agents/people/2961
"Vonnegut, Kurt.",/agents/people/2962
"Vose, George.",/agents/people/2963
"Wade, Chauncey C.",/agents/people/2964
"Wadsworth, A. S.",/agents/people/2965
"Wagman, Frederick H.",/agents/people/2966
"Wagner, Rudolph.",/agents/people/2967
"Wait, Clara Hadley.",/agents/people/2968
"Wait, William H. (William Henry)",/agents/people/2969
"Waldron, Robert E.",/agents/people/2970
"Walker, Charles I. (Charles Irish)",/agents/people/2971
"Walker, Jack L.",/agents/people/2972
"Walker, Mary.",/agents/people/2973
"Walker, Moses L.",/agents/people/2974
"Wallace, Richard J.",/agents/people/2975
"Wallace, W. Atwood.",/agents/people/2976
"Wallenberg, Raoul.",/agents/people/2977
"Waln, Nora.",/agents/people/2978
"Walsh, Frank R.",/agents/people/2979
"Walter, Erich Albert.",/agents/people/2980
"Walther, G. von.",/agents/people/2981
"Walton, Ivan.",/agents/people/2982
"Ward, Chester Charles.",/agents/people/2983
"Ward, Joann.",/agents/people/2984
"Ward, Lee J.",/agents/people/2985
"Ward, Robert Elmer.",/agents/people/2986
"Ware, Richard A. (Richard Anderson)",/agents/people/2987
"Warren, Charles.",/agents/people/2988
"Warshay, Diana.",/agents/people/2989
"Wasem, E.",/agents/people/2990
"Wasem, Ruth Ellen.",/agents/people/2991
"Washington, Forrester B.",/agents/people/2992
"Waterhouse, Frederick Herschel.",/agents/people/2993
"Waterman, Homer D.",/agents/people/2994
"Waterman, Margaret L.",/agents/people/2995
"Waters, D. R.",/agents/people/2996
"Waters, Martha.",/agents/people/2997
"Waters, Otis.",/agents/people/2998
"Watkins, Victor.",/agents/people/2999
"Watson, Albert G.",/agents/people/3000
"Watson, Andrew.",/agents/people/3001
"Watson, Annette Waite.",/agents/people/3002
"Watson, Maud E.",/agents/people/3003
"Watts, Frank B.",/agents/people/3004
"Waybright, Edgar.",/agents/people/3005
"Weatherly, Arthur.",/agents/people/3006
"Webber, Gordon.",/agents/people/3007
"Webber, Oscar--Homes and haunts.",/agents/people/3008
"Weber, Paul W.",/agents/people/3009
"Wechsler, Nancy.",/agents/people/3010
"Weed, Caroline.",/agents/people/3011
"Weeks, John W.",/agents/people/3012
"Wegman, Myron E.",/agents/people/3013
"Weigant, Lee.",/agents/people/3014
"Weikart, David P.",/agents/people/3015
"Weinberg, Adolph.",/agents/people/3016
"Weinberg, Gerhard L.",/agents/people/3017
"Weinberg, Max L.",/agents/people/3018
"Weinman, Richard.",/agents/people/3019
"Weinstein, Arnold.",/agents/people/3020
"Weiss, Janet A.",/agents/people/3021
"Weisskopf, Thomas E.",/agents/people/3022
"Welch, Robert.",/agents/people/3023
"Weltner, Charles Longstreet.",/agents/people/3024
"Welton, Alanson W.",/agents/people/3025
"Werling, Donn Paul.",/agents/people/3026
"Werner, Frederick.",/agents/people/3027
"Werner, Margretha.",/agents/people/3028
"Werner, William A.",/agents/people/3029
"Wertheimer, Barbara M.",/agents/people/3030
"Wertman, Bert F.",/agents/people/3031
"West, Russell.",/agents/people/3032
"Westerberg, Martha R.",/agents/people/3033
"Westerman, Fred.",/agents/people/3034
"Westerman, Leland.",/agents/people/3035
"Weston, J. W.",/agents/people/3036
"Wetherill, Samuel Price.",/agents/people/3037
"Weurth, Rose Allmendinger.",/agents/people/3038
"Wheat, Renville.",/agents/people/3039
"Wheeler, Basil.",/agents/people/3040
"Wheeler, Edith M.",/agents/people/3041
"Wheeler, Emma M.",/agents/people/3042
"Whitaker, Gilbert R.",/agents/people/3043
"White, Albert Easton",/agents/people/3044
"White, Alfred.",/agents/people/3045
"White, B. Joseph.",/agents/people/3046
"White, Joseph B.",/agents/people/3047
"White, Mary P.",/agents/people/3048
"White, Maxine Irwin.",/agents/people/3049
"White, Myrtle E.",/agents/people/3050
"White, Opal Tanner.",/agents/people/3051
"White, William C.",/agents/people/3052
"Whitehead, Edward.",/agents/people/3053
"Whitehead, Nellie Wilson.",/agents/people/3054
"Whitfield, C. P.",/agents/people/3055
"Whitney, Clarence J.",/agents/people/3056
"Whittemore, W. Frank.",/agents/people/3057
"Whittier, Mathew Franklin.",/agents/people/3058
"Wholihan, Timothy W.",/agents/people/3059
"Wiatrak, Ken.",/agents/people/3060
"Wicha, Max S.",/agents/people/3061
"Wichers, W. C. (Willard C.)",/agents/people/3062
"Wieffenbach, Albert C.",/agents/people/3063
"Wiencek, Ruth.",/agents/people/3064
"Wiener, Richard.",/agents/people/3065
"Wier, E. G.",/agents/people/3066
"Wilcox, Orland B.",/agents/people/3067
"Wild, George.",/agents/people/3068
"Wilder, Theodore Stanley.",/agents/people/3069
"Wilkinson, Warren S.",/agents/people/3070
"Willcox, Orlando B.",/agents/people/3071
"Williams, Benedict.",/agents/people/3072
"Williams, Frank.",/agents/people/3073
"Williams, Harrison A.",/agents/people/3074
"Williams, Jasper.",/agents/people/3075
"Williams, Joseph W.",/agents/people/3076
"Williams, Lucy V.",/agents/people/3077
"Williams, R. E. O. (Robert Evan Owen)",/agents/people/3078
"Williams, Ralph G.",/agents/people/3079
"Williams, Ralph.",/agents/people/3080
"Williams, Roy L.",/agents/people/3081
"Wilson, Betty Douglas.",/agents/people/3082
"Wilson, Charles Carroll.",/agents/people/3083
"Wilson, George.",/agents/people/3084
"Wilson, J. Weldon.",/agents/people/3085
"Wilson, John E.",/agents/people/3086
"Wilson, Leroy Allen.",/agents/people/3087
"Wilson, Linda.",/agents/people/3088
"Wilson, Matilda R. Dodge.",/agents/people/3089
"Wilson, Nel.",/agents/people/3090
"Wilson, Richard G.",/agents/people/3091
"Wilson, Robert.",/agents/people/3092
"Wine, Sherwin T.",/agents/people/3093
"Wineberg, Susan.",/agents/people/3094
"Winegar, George O.",/agents/people/3095
"Winegarner, Charles W.",/agents/people/3096
"Wingrove, Kendall.",/agents/people/3097
"Winograd, Morley.",/agents/people/3098
"Winrod, Gerald B. (Gerald Burton)",/agents/people/3099
"Winslow, Rollin.",/agents/people/3100
"Wise, William Edward",/agents/people/3101
"Wiskemann, Geneva K.",/agents/people/3102
"Witt, Laurence L.",/agents/people/3103
"Witte, John.",/agents/people/3104
"Witthoft, John.",/agents/people/3105
"Wohlfield, Shirley.",/agents/people/3106
"Wojsowski, Anthony.",/agents/people/3107
"Wojtowicz, Harriet.",/agents/people/3108
"Wolcott, Laurens W.",/agents/people/3109
"Wolfe, Arthur C.",/agents/people/3110
"Wolfe, Joan.",/agents/people/3111
"Wolfe, Shirley P.",/agents/people/3112
"Wolff, Stephen.",/agents/people/3113
"Wollenberg, R. A. C.",/agents/people/3114
"Womack, Farris W.",/agents/people/3115
"Wonder, Stevie.",/agents/people/3116
"Wood, Robert E.",/agents/people/3117
"Wood, W. W.",/agents/people/3118
"Woodard, C. S. (Charles Sherman)",/agents/people/3119
"Woodcock, Leonard.",/agents/people/3120
"Wooding, Nelle.",/agents/people/3121
"Woodruff, Alice.",/agents/people/3122
"Woodruff, Edwin F.",/agents/people/3123
"Woodruff, John G.",/agents/people/3124
"Woods, Donald W.",/agents/people/3125
"Woods, Dorothy.",/agents/people/3126
"Woods, Gloria.",/agents/people/3127
"Woodside, Willson.",/agents/people/3128
"Woody, Ann.",/agents/people/3129
"Woody, Woodrow W.",/agents/people/3130
"Woolley, Joseph William.",/agents/people/3131
"Woolridge, C. W.",/agents/people/3132
"Worcester, Nanon Fay Leas.",/agents/people/3133
"Worden, J. H.",/agents/people/3134
"Worrell, Margaret H.",/agents/people/3135
"Wreford, William B.",/agents/people/3136
"Wright, Dorothea Mason.",/agents/people/3137
"Wright, James F.",/agents/people/3138
"Wright, Mary Clabaugh.",/agents/people/3139
"Wright, Susan",/agents/people/3140
"Wulp, Patricia.",/agents/people/3141
"Wyman, Irma.",/agents/people/3142
"Wynner, Edith.",/agents/people/3143
"Yenney, Elmer.",/agents/people/3144
"Yntema, Hessel E.",/agents/people/3145
"Yoder, Thomas.",/agents/people/3146
"Young, Claud.",/agents/people/3147
"Young, Coleman A.",/agents/people/3148
"Young, John G.",/agents/people/3149
"Young, Marilyn Blatt.",/agents/people/3150
"Young, Ralph.",/agents/people/3151
"Young, Roy A.",/agents/people/3152
"Young, Watson.",/agents/people/3153
"Youtie, Louise C. (Louise Canberg)",/agents/people/3154
"Yu, Jessica.",/agents/people/3155
"Zak, Albert J.",/agents/people/3156
"Zald, Mayer N.",/agents/people/3157
"Zatret, Phil.",/agents/people/3158
"Zeeb, Louise.",/agents/people/3159
"Zeidman, Fred.",/agents/people/3160
"Zelenko, A. V.",/agents/people/3161
"Zimmerman, Fred R.",/agents/people/3162
"Zimmermann, Ernest R.",/agents/people/3163
"Zinn, Karl L.",/agents/people/3164
"Zorn, Jens C.",/agents/people/3165
"Zweifler, Ruth.",/agents/people/3166
"Zwerdling, Osias.",/agents/people/3167
"Pontiac, Ottawa Chief, d. 1769.",/agents/people/3168
"LaFramboise, Joseph, d. 1809.",/agents/people/3169
"Eveleth, William S., d. 1818.",/agents/people/3170
"Woodward, Augustus B. (Augustus Brevoort), d. 1827.",/agents/people/3171
"Smith, Henry, d. 1847.",/agents/people/3172
"Mack, Temperance, d. 1850.",/agents/people/3173
"Fitch, Abel F. d. 1851.",/agents/people/3174
"Danforth, George, d. 1856.",/agents/people/3175
"Griswold, George R., d. 1857.",/agents/people/3176
"Horsford, M. C. Mrs., d.1859.",/agents/people/3177
"Applington, Zenos, d. 1862.",/agents/people/3178
"Brodhead, Thornton F., d. 1862.",/agents/people/3179
"Townsend, T. J., d. 1862.",/agents/people/3180
"Safford, Winfield Scott, d.1863.",/agents/people/3181
"Mathews, Harriet Francis, d. 1866.",/agents/people/3182
"Ward, Eber Brock, d. 1873.",/agents/people/3183
"Clark, Mary H., d. 1875.",/agents/people/3184
"Bird, Judson S., d. 1882.",/agents/people/3185
"Felch, Lucretia, d. 1882.",/agents/people/3186
"Truth, Sojourner, d. 1883.",/agents/people/3187
"Wilson, Robert S., d. 1883.",/agents/people/3188
"Eldridge, Robert P., d. 1884.",/agents/people/3189
"Bauer, Emil Gottlob, d. 1894.",/agents/people/3190
"Baur, Emil Gottlob, d. 1894.",/agents/people/3191
"Lothrop, George Howard, d. 1896.",/agents/people/3192
"Johnson, Lorenzo Nickerson, d.1897.",/agents/people/3193
"Jones, Joseph Comstock, d. 1897.",/agents/people/3194
"Seage, Henry Stark, d. 1899.",/agents/people/3195
"Mertz, David Franklin, d. 1900.",/agents/people/3196
"Scripps, George H., d. 1900.",/agents/people/3197
"Kawbawgam, Charles, d. 1902.",/agents/people/3198
"Howell, Charles S., d. 1903.",/agents/people/3199
"Miles, Mary A., d. 1904.",/agents/people/3200
"Chapin, Augusta J., d. 1905.",/agents/people/3201
"Lowell, Dwight Nelson, d. 1907, collector",/agents/people/3202
"Gray, Fanny, d.1911.",/agents/people/3203
"Palmer, Charles Henry, d. 1911.",/agents/people/3204
"Weston, B. F. (Benjamin Frank), d. 1916.",/agents/people/3205
"Gilchrist, Frank Rust, d. 1917.",/agents/people/3206
"Senier, Alfred, d. 1918.",/agents/people/3207
"Patterson, Frank Dean, d. 1920.",/agents/people/3208
"Hampton, George P., d. 1921.",/agents/people/3209
"Bates, Charles F. (Charles Franklin), d. 1922.",/agents/people/3210
"Murphy, Mary Brennan, d. 1924.",/agents/people/3211
"Lembert, Max E. (Max Ernest), d. 1925.",/agents/people/3212
"Cunningham, Leon Max, d. 1930.",/agents/people/3213
"Den Bleyker, Martha, d. 1930.",/agents/people/3214
"Stoner, Winifred Sackville, d. 1931.",/agents/people/3215
"Underwood, Frederick Douglas, d. 1942.",/agents/people/3216
"Rackham, Mary A. Horton, d. 1947.",/agents/people/3217
"Adams, Adeline Valentine Pond, d. 1948.",/agents/people/3218
"Shakespeare, William, d. 1950.",/agents/people/3219
"Colby, Martha Guernsey, d. 1958.",/agents/people/3220
"Rathmer, Felix Martin, d. 1959.",/agents/people/3221
"Beckley, Zoe, d. 1961.",/agents/people/3222
"Edwards, Ann, d. 1962.",/agents/people/3223
"Benz, Fred E., d. 1963.",/agents/people/3224
"Buckler, Aldred S., d. 1963.",/agents/people/3225
"McGinley, Conde, d. 1963.",/agents/people/3226
"Spencer, Edward A., d. 1964.",/agents/people/3227
"Blanshard, Mary Hillyer, d. 1965.",/agents/people/3228
"Gerganoff, Ralph Stevens, d. 1966.",/agents/people/3229
"Gores, Walter J., d. 1966.",/agents/people/3230
"Secor, Lella Faye, d. 1966.",/agents/people/3231
"Reuther, Roy L., d. 1968.",/agents/people/3232
"Ungermann, Charles William, d. 1968.",/agents/people/3233
"Kohler, Julia B., d. 1969.",/agents/people/3234
"Schmale, Theodore R., d. 1969",/agents/people/3235
"Reuther, May Wolf, d. 1970.",/agents/people/3236
"Girardin, Ray, d. 1971.",/agents/people/3237
"Piggins, Edward S., d. 1972.",/agents/people/3238
"Polasky, Alan N., d. 1976",/agents/people/3239
"Rossiter, Richard Alfred, d. 1977.",/agents/people/3240
"Anderson, Godfrey J., d. 1981.",/agents/people/3241
"Duey, Philip A., d. 1982.",/agents/people/3242
"Merriam, Helen Bell, d. 1984.",/agents/people/3243
"Russell, Rhoda Reddig, d. 1985.",/agents/people/3244
"Tufty, Esther Van Wagoner, d. 1986.",/agents/people/3245
"Gelli, Giovanni Battista, 1498-1563.",/agents/people/3246
"Shakespeare, William, 1564-1616--Titus Andronicus.",/agents/people/3247
"Allouez, Claude, 1622-1689.",/agents/people/3248
"Marquette, Jacques, 1637-1675.",/agents/people/3249
"Behn, Aphra, 1640-1689.",/agents/people/3250
"La Salle, Robert Cavelier, sieur de, 1643-1687.",/agents/people/3251
"Joliet, Louis, 1645-1700.",/agents/people/3252
"Cadillac, Antoine Laumet de Lamothe, 1658-1730.",/agents/people/3253
"Potier, Pierre-Philippe, 1708-1781.",/agents/people/3254
"Lind, James, 1716-1794.",/agents/people/3255
"Langlade, Charles Michel de, 1729-1800.",/agents/people/3256
"Hull, William, 1753-1825.",/agents/people/3258
"Hahnemann, Samuel, 1755-1843.",/agents/people/3259
"Mozart, Wolfgang Amadeus, 1756-1791.",/agents/people/3260
"Brown, Solomon, 1757-1815.",/agents/people/3261
"Allen, Richard, 1760-1831.",/agents/people/3262
"Mack, Stephen, 1762-1826.",/agents/people/3263
"Johnston, John, 1762-1828.",/agents/people/3264
"Kent, James, 1763-1847.",/agents/people/3265
"Astor, John Jacob, 1763-1848.",/agents/people/3266
"Richard, Gabriel, 1767-1832.",/agents/people/3267
"Jackson, Andrew, 1767-1845.",/agents/people/3268
"Adams, John Quincy, 1767-1848.",/agents/people/3269
"Madison, Dolley, 1768-1849.",/agents/people/3270
"Hardy, Thomas Masterman, Sir, 1st bart., 1769-1839.",/agents/people/3271
"Upjohn, William, 1770-1847.",/agents/people/3272
"Chandler, Thomas, 1773-ca.1816.",/agents/people/3273
"Harrison, William Henry, 1773-1841.",/agents/people/3274
"Hull, Isaac, 1773-1843.",/agents/people/3275
"Tappan, Benjamin, 1773-1857.",/agents/people/3276
"Bailly de Messein, Joseph, 1774-1835.",/agents/people/3277
"Tazewell, Littleton Waller, 1774-1860.",/agents/people/3278
"Dundonald, Thomas Cochrane, Earl of, 1775-1860.",/agents/people/3279
"Chandler, Margaret Evans, 1778-1807.",/agents/people/3280
"O'Higgins, Bernardo, 1778-1842.",/agents/people/3281
"San Martín, José de, 1778-1850.",/agents/people/3282
"Pike, Zebulon Montgomery, 1779-1813.",/agents/people/3283
"Story, Joseph, 1779-1845.",/agents/people/3284
"Paulding, James K., 1779-1860.",/agents/people/3285
"Shook, Jacob, 1779-1862.",/agents/people/3286
"Tanner, John 1780?-1847.",/agents/people/3287
"Comstock, O. C. (Oliver Cromwell), 1780-1860.",/agents/people/3288
"Woodbridge, William, 1780-1861.",/agents/people/3289
"Taylor, John, 1781-1864.",/agents/people/3290
"Morrison, Charles, 1782-1834.",/agents/people/3291
"Calhoun, John C. (John Caldwell), 1782-1850.",/agents/people/3292
"Webster, Daniel, 1782-1852.",/agents/people/3293
"Williams, John R., 1782-1854.",/agents/people/3294
"Van Buren, Martin, 1782-1862.",/agents/people/3295
"Cass, Lewis, 1782-1866.",/agents/people/3296
"Conant, Shubael, b. 1783.",/agents/people/3297
"Campbell, Henry M. (Henry Munroe), 1783-1842.",/agents/people/3298
"Biddle, James, 1783-1848.",/agents/people/3299
"Roberts, Edmund, 1784-1836.",/agents/people/3300
"McCoy, Isaac, 1784-1846.",/agents/people/3301
"Taylor, Zachary, 1784-1850.",/agents/people/3302
"Downes, John, 1784-1854.",/agents/people/3303
"Chipman, Henry C., 1784-1867.",/agents/people/3304
"Bell, Digby V., 1784-1871.",/agents/people/3305
"Perry, Oliver Hazard, 1785-1819.",/agents/people/3306
"Carrera Verdugo, José Miguel, 1785-1821.",/agents/people/3307
"Hatch, Rufus, 1785-1825.",/agents/people/3308
"Boyd, William Augustus, 1785-1854.",/agents/people/3309
"Pierpont, John, 1785-1866.",/agents/people/3310
"Kearsley, Jonathan, 1786-1859.",/agents/people/3311
"Kersey, Jonathan, 1786-1859.",/agents/people/3312
"Mullett, John, 1786-1862.",/agents/people/3313
"Bingham, Abel, 1786-1865.",/agents/people/3314
"Rodgers, George Washington, 1787-1832.",/agents/people/3315
"Weddell, James, 1787-1834.",/agents/people/3316
"Southard, Samuel L. (Samuel Lewis), 1787-1842.",/agents/people/3317
"Moore, William P., 1787-1850.",/agents/people/3318
"Niles, John M. (John Milton), 1787-1856.",/agents/people/3319
"Fletcher, William Asa, 1788-1852.",/agents/people/3320
"Bronson, Titus, 1788-1853.",/agents/people/3321
"Ticknor, Benajah, 1788-1858.",/agents/people/3322
"Monteith, John, 1788-1868.",/agents/people/3323
"Lundy, Benjamin, 1789-1839.",/agents/people/3324
"Norvell, John, 1789-1850.",/agents/people/3325
"Sparks, Jared, 1789-1866.",/agents/people/3326
"Ewing, Thomas, 1789-1871.",/agents/people/3327
"Everett, Alexander Hill, 1790-1847.",/agents/people/3328
"Jones, Thomas Ap Catesby, 1790-1858.",/agents/people/3329
"Geisinger, David, 1790-1860.",/agents/people/3330
"Tyler, John, 1790-1862.",/agents/people/3331
"Shubrick, William Branford, 1790-1874.",/agents/people/3332
"Selkirk, James, 1790-1877.",/agents/people/3333
"Hérold, Ferdinand, ca. 1791-1833.",/agents/people/3334
"Pierson, Job, 1791-1860.",/agents/people/3335
"Meyerbeer, Giacomo, 1791-1864.",/agents/people/3336
"Buchanan, James, 1791-1868.",/agents/people/3337
"Campau, Louis, 1791-1871.",/agents/people/3338
"Ticknor, George, 1791-1871.",/agents/people/3339
"Morse, Samuel Finley Breese, 1791-1872.",/agents/people/3340
"Wing, Austin Eli, 1792-1849.",/agents/people/3341
"Birney, James Gillespie, 1792-1857.",/agents/people/3342
"Burt, William Austin, 1792-1858.",/agents/people/3343
"Biddle, John, 1792-1859.",/agents/people/3344
"Cousin, Victor, 1792-1867.",/agents/people/3345
"Stevens, Thaddeus, 1792-1868.",/agents/people/3346
"Kellogg, John R., 1793-1868.",/agents/people/3348
"Brown, Joseph W., 1793-1880.",/agents/people/3349
"Kearny, Stephen Watts, 1794-1848.",/agents/people/3350
"Perry, Matthew Calbraith, 1794-1858.",/agents/people/3351
"White, Orin, 1794-1864.",/agents/people/3352
"Everett, Edward, 1794-1865.",/agents/people/3353
"Armstrong, James, 1794-1868.",/agents/people/3354
"Bingham, Hannah, 1794-1868.",/agents/people/3355
"Duffield, George, 1794-1868.",/agents/people/3356
"Dewey, Orville, 1794-1882.",/agents/people/3357
"Ball, John, 1794-1884.",/agents/people/3358
"Polk, James K. (James Knox), 1795-1849.",/agents/people/3359
"Slatford, Job, 1795-1851.",/agents/people/3360
"Stockton, Robert Field, 1795-1866.",/agents/people/3361
"Treadwell, Seymour Boughton, 1795-1867.",/agents/people/3362
"Allen, John, 1796-1851.",/agents/people/3363
"Johnston, George, 1796-1861.",/agents/people/3364
"Norris, Mark, 1796-1862.",/agents/people/3365
"Ferry, William Montague, 1796-1867.",/agents/people/3366
"Slatford, Hannah, 1796 or 97-1872.",/agents/people/3367
"Shearer, Jonathan, 1796-1881.",/agents/people/3368
"Ransom, Epaphroditus, 1797-1859.",/agents/people/3369
"Baraga, Frederic, 1797-1868.",/agents/people/3370
"Carlisle, Daniel, 1797-1872.",/agents/people/3371
"Pitcher, Zina, 1797-1872.",/agents/people/3372
"Platt, Zephaniah, 1797-1872.",/agents/people/3373
"Whitney, Asa, 1797-1872.",/agents/people/3374
"Noble, Charles, 1797-1874.",/agents/people/3375
"Smith, Gerrit, 1797-1874.",/agents/people/3376
"Norris, Roccena Vaill, 1797-1876.",/agents/people/3377
"Henry, Joseph, 1797-1878.",/agents/people/3378
"Kingsley, James, 1797-1878.",/agents/people/3379
"Silver, Abiel, 1797-1881.",/agents/people/3380
"Pierce, John Davis, 1797-1882.",/agents/people/3381
"Weed, Thurlow, 1797-1882.",/agents/people/3382
"Morey, Peter, 1798-1881.",/agents/people/3383
"Hunt, James B., 1799-1857.",/agents/people/3384
"Schwarz, J. E., 1799-1858.",/agents/people/3385
"Mason, John Young, 1799-1859.",/agents/people/3386
"Patterson, George Washington, 1799-1879.",/agents/people/3387
"Schoolcraft, Jane Johnston, 1800-1842.",/agents/people/3388
"Smith, Hyrum, 1800-1844.",/agents/people/3389
"Lyon, Lucius, 1800-1851.",/agents/people/3390
"Schroeder, John Frederick, 1800-1857.",/agents/people/3391
"Whittemore, Gideon Olin, 1800-1863.",/agents/people/3392
"McGuffey, William Holmes, 1800-1873.",/agents/people/3393
"Fillmore, Millard, 1800-1874.",/agents/people/3394
"Gillet, Ransom H. (Ransom Hooker), 1800-1876.",/agents/people/3395
"Wade, Benjamin Franklin, 1800-1878.",/agents/people/3396
"Cushing, Caleb, 1800-1879.",/agents/people/3397
"Trowbridge, C. C. (Charles Christopher), 1800-1883.",/agents/people/3398
"Bancroft, George, 1800-1891.",/agents/people/3399
"Monteith, Abigail Harris, b. 1801.",/agents/people/3400
"Kirkland, Caroline M. (Caroline Matilda), 1801-1864.",/agents/people/3401
"Glynn, John, 1801-1871.",/agents/people/3402
"Young, John, 1802-1852.",/agents/people/3403
"Maynard, William Sumner, 1802-1866.",/agents/people/3404
"Comstock, Addison J., 1802-1867.",/agents/people/3405
"Williams, Asa, 1802-1869.",/agents/people/3406
"Barry, John Stewart, 1802-1870.",/agents/people/3407
"Martineau, Harriet, 1802-1876.",/agents/people/3408
"Williams, George Palmer, 1802-1881.",/agents/people/3409
"Hubbard, Gurdon Saltonstall, 1802-1886.",/agents/people/3410
"Dix, Dorothea Lynde, 1802-1887.",/agents/people/3411
"Kossuth, Lajos, 1802-1894.",/agents/people/3412
"Butler, Charles, 1802-1897.",/agents/people/3413
"Bradbury, James Ware, 1802-1901.",/agents/people/3414
"Denton, Samuel, 1803-1860.",/agents/people/3415
"Dunham, Nelson, 1803-1866.",/agents/people/3416
"McKinney, John, 1803-1870.",/agents/people/3417
"Thomas, Nathan M. (Nathan Macy), 1803-1887.",/agents/people/3418
"Polk, Sarah Childress, 1803-1891.",/agents/people/3419
"Davis, Alexander Jackson, 1803-1892.",/agents/people/3420
"Strauss, Johann, 1804-1849.",/agents/people/3421
"Crary, Isaac Edwin, 1804-1854.",/agents/people/3422
"Agnew, John Holmes, 1804-1865.",/agents/people/3423
"Crapo, Henry Howland, 1804-1869.",/agents/people/3424
"Lefevere, Peter Paul, 1804-1869.",/agents/people/3425
"Den Bleyker, Paulus, 1804-1872.",/agents/people/3426
"Higginson, Francis John, 1804-1872.",/agents/people/3427
"Benedict, Julius, Sir, 1804-1885.",/agents/people/3428
"Sibley, John Langdon, 1804-1885.",/agents/people/3429
"McCoskry, Samuel Allen, 1804-1886.",/agents/people/3430
"Forbes, R. B. (Robert Bennet), 1804-1889.",/agents/people/3431
"Felch, Alpheus, 1804-1896.",/agents/people/3432
"Jones, George Wallace, 1804-1896.",/agents/people/3433
"Dow, Neal, 1804-1897.",/agents/people/3434
"Morgan, Elijah William, b. 1805.",/agents/people/3435
"Thompson, Benjamin, b. 1805.",/agents/people/3436
"Taylor, Charles Coffin, 1805-1855.",/agents/people/3437
"Whipple, Charles Whiley, 1805-1855.",/agents/people/3438
"Pickens, F. W. (Francis Wilkinson), 1805-1869.",/agents/people/3439
